frame,x,y
12,0.0,0.0
12,0.0,0.0
12,0.0,0.0
12,0.0,0.0
12,0.0,0.0
12,114.49459075927734,0.0
12,0.0,0.0
12,117.4661865234375,129.29852294921875
12,390.334716796875,102.90422058105469
12,236.6405792236328,100.62934112548828
12,314.81134033203125,408.43463134765625
12,298.0312805175781,424.39447021484375
12,218.25,661.9661865234375
12,392.4578552246094,723.7938232421875
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,0.0,0.0
13,120.09139251708984,0.0
13,500.9019470214844,80.98329162597656
13,120.90990447998047,130.59605407714844
13,397.841796875,105.08743286132812
13,242.92379760742188,102.86700439453125
13,325.21649169921875,412.99713134765625
13,307.15509033203125,431.1882019042969
13,220.45582580566406,657.32470703125
13,398.3589782714844,726.7811279296875
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,0.0,0.0
14,127.2755126953125,0.0
14,0.0,0.0
14,128.66697692871094,134.62899780273438
14,404.84521484375,97.86639404296875
14,251.9044647216797,93.71385955810547
14,328.7021789550781,413.4778747558594
14,313.0724182128906,426.8042907714844
14,224.21829223632812,660.6187133789062
14,402.34259033203125,724.1520385742188
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,0.0,0.0
15,147.5492401123047,0.0
15,0.0,0.0
15,134.1656036376953,140.7992706298828
15,400.3509826660156,104.79769134521484
15,261.60247802734375,105.39939880371094
15,336.08984375,409.47088623046875
15,337.8089599609375,438.87939453125
15,226.22695922851562,661.5327758789062
15,386.9806213378906,732.1730346679688
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,0.0,0.0
16,153.22164916992188,0.0
16,0.0,0.0
16,142.54698181152344,137.6925811767578
16,413.24468994140625,98.03125762939453
16,272.1381530761719,99.6331787109375
16,347.7738342285156,407.16571044921875
16,343.1489562988281,439.6216125488281
16,231.63616943359375,654.2706298828125
16,388.28704833984375,731.4571533203125
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,0.0,0.0
17,158.19027709960938,0.0
17,0.0,0.0
17,149.14219665527344,136.73658752441406
17,419.4660949707031,111.59060668945312
17,278.993408203125,113.20996856689453
17,359.97052001953125,412.0418701171875
17,353.2082214355469,448.91180419921875
17,227.8677978515625,644.5873413085938
17,390.26458740234375,734.003173828125
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,0.0,0.0
18,171.28067016601562,0.0
18,0.0,0.0
18,160.62118530273438,123.85322570800781
18,425.5675964355469,105.25730895996094
18,285.23858642578125,108.3504867553711
18,372.6910400390625,418.8720703125
18,363.58978271484375,457.6523742675781
18,233.92176818847656,643.5736694335938
18,391.92279052734375,736.5133666992188
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,0.0,0.0
19,179.52467346191406,0.0
19,0.0,0.0
19,175.26426696777344,128.53701782226562
19,436.4363098144531,107.8161849975586
19,293.7785339355469,112.1407699584961
19,388.3196716308594,418.8520202636719
19,367.55914306640625,460.77850341796875
19,245.9289093017578,634.3497314453125
19,388.3744201660156,733.3743896484375
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,0.0,0.0
20,181.90090942382812,0.0
20,0.0,0.0
20,182.19607543945312,129.2163543701172
20,439.3953552246094,109.7135238647461
20,295.69970703125,113.92462921142578
20,401.24176025390625,415.8294372558594
20,369.6664123535156,454.37176513671875
20,273.8857116699219,635.7717895507812
20,392.9827880859375,727.7916259765625
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,0.0,0.0
21,187.861083984375,0.0
21,0.0,0.0
21,179.4990692138672,109.66767883300781
21,456.86370849609375,100.96598052978516
21,304.4088439941406,99.45618438720703
21,422.19921875,426.89208984375
21,358.43341064453125,437.9800720214844
21,339.7266845703125,676.7772827148438
21,389.7076110839844,715.4317016601562
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,0.0,0.0
22,196.3756866455078,0.0
22,0.0,0.0
22,184.9373016357422,99.0132064819336
22,469.1360778808594,102.8199234008789
22,313.6578063964844,99.19802856445312
22,439.6507873535156,432.20611572265625
22,359.6336975097656,436.82611083984375
22,361.0728759765625,680.0967407226562
22,394.0573425292969,715.4935913085938
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,0.0,0.0
23,196.35557556152344,0.0
23,0.0,0.0
23,199.53460693359375,102.6881103515625
23,475.5863342285156,109.05235290527344
23,318.4668884277344,107.05318450927734
23,455.2406921386719,426.9148864746094
23,368.78106689453125,440.47259521484375
23,357.8854064941406,667.7122192382812
23,389.9056091308594,720.6205444335938
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,0.0,0.0
24,203.93394470214844,0.0
24,0.0,0.0
24,207.42202758789062,95.11736297607422
24,485.30126953125,105.19212341308594
24,319.8230895996094,103.90049743652344
24,474.5711975097656,422.18804931640625
24,370.9748840332031,442.1947021484375
24,363.0033264160156,652.9715576171875
24,384.0112609863281,722.8150634765625
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,0.0,0.0
25,205.49447631835938,0.0
25,0.0,0.0
25,214.41444396972656,84.37859344482422
25,491.1731262207031,102.80779266357422
25,317.13519287109375,103.2322769165039
25,494.99432373046875,420.9754333496094
25,374.62091064453125,447.21148681640625
25,370.6622314453125,650.1774291992188
25,378.52130126953125,732.8963012695312
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,0.0,0.0
26,212.31463623046875,0.0
26,0.0,0.0
26,226.50961303710938,78.19285583496094
26,504.0823059082031,97.74987030029297
26,322.8657531738281,103.67827606201172
26,516.3865356445312,411.8780822753906
26,371.6155090332031,460.11163330078125
26,394.598876953125,625.1812133789062
26,376.0185546875,746.9799194335938
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,0.0,0.0
27,221.35794067382812,0.0
27,0.0,0.0
27,244.96249389648438,77.83731079101562
27,513.0787963867188,96.80142974853516
27,324.26458740234375,104.78842163085938
27,537.9603881835938,404.5212707519531
27,375.2232971191406,459.60498046875
27,411.7572326660156,606.8274536132812
27,374.77081298828125,741.951416015625
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,0.0,0.0
28,232.08663940429688,0.0
28,0.0,0.0
28,253.53131103515625,79.55543518066406
28,517.3206176757812,98.22013092041016
28,327.9639587402344,104.66645050048828
28,552.0133056640625,402.1804504394531
28,380.81573486328125,451.5933837890625
28,426.3778381347656,619.3910522460938
28,373.01116943359375,744.964599609375
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,0.0,0.0
29,236.7898406982422,0.0
29,0.0,0.0
29,261.7787780761719,75.5137939453125
29,517.8695678710938,99.0647964477539
29,328.5792236328125,104.75475311279297
29,563.8781127929688,404.4499816894531
29,388.42120361328125,447.0960388183594
29,438.4453125,633.9025268554688
29,373.3944396972656,744.8009033203125
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,0.0,0.0
30,239.61643981933594,0.0
30,0.0,0.0
30,269.1365051269531,67.92965698242188
30,532.7067260742188,99.3522720336914
30,337.9150085449219,103.845703125
30,578.3248901367188,407.05145263671875
30,390.64984130859375,444.3946838378906
30,459.122802734375,644.4638671875
30,374.1522216796875,744.8706665039062
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,0.0,0.0
31,244.42922973632812,0.0
31,587.89892578125,130.34573364257812
31,286.1423645019531,66.61212158203125
31,540.0033569335938,108.30766296386719
31,343.5061340332031,113.3250732421875
31,588.427001953125,411.0458679199219
31,390.6431579589844,446.65118408203125
31,478.9207763671875,649.2105102539062
31,373.8047790527344,741.011962890625
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,0.0,0.0
32,303.5443115234375,67.07279205322266
32,548.0133056640625,101.14798736572266
32,351.9383239746094,105.29962921142578
32,601.2603149414062,413.8695373535156
32,387.39129638671875,445.3113098144531
32,484.6148986816406,661.1738891601562
32,369.4623718261719,748.728515625
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,0.0,0.0
33,274.3775329589844,0.0
33,0.0,0.0
33,309.08892822265625,60.007049560546875
33,552.9236450195312,111.16211700439453
33,360.07183837890625,117.24687194824219
33,616.0111083984375,412.4742126464844
33,395.84893798828125,442.774658203125
33,513.2830200195312,670.9962768554688
33,376.76513671875,749.1161499023438
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,0.0,0.0
34,313.93231201171875,54.420570373535156
34,564.7239990234375,117.27861785888672
34,372.6719970703125,126.4416732788086
34,626.4051513671875,417.26873779296875
34,402.1967468261719,450.14593505859375
34,536.5995483398438,678.3682250976562
34,379.96142578125,750.0897827148438
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,0.0,0.0
35,626.7493286132812,143.8444061279297
35,327.1242980957031,48.749061584472656
35,576.5789794921875,113.48405456542969
35,380.818359375,120.99295806884766
35,635.267578125,418.4154052734375
35,403.5544738769531,440.4562072753906
35,562.3590087890625,689.70849609375
35,380.3623352050781,736.4279174804688
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,0.0,0.0
36,343.3404235839844,53.331390380859375
36,584.9266357421875,113.24880981445312
36,387.7566223144531,116.04393768310547
36,649.3817749023438,422.53558349609375
36,406.94854736328125,433.8615417480469
36,593.858642578125,704.2203369140625
36,391.1640930175781,739.0409545898438
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,0.0,0.0
37,359.75665283203125,55.130699157714844
37,589.3768310546875,119.54972076416016
37,399.5409240722656,123.31377410888672
37,656.0863037109375,433.8166809082031
37,415.00518798828125,444.7269592285156
37,623.0549926757812,719.0570068359375
37,400.2507019042969,748.4052124023438
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,0.0,0.0
38,368.63690185546875,47.60870361328125
38,590.8233032226562,135.03414916992188
38,402.0786437988281,141.3152618408203
38,676.3346557617188,445.9043273925781
38,411.50146484375,459.85125732421875
38,661.7623901367188,724.4778442382812
38,401.5348205566406,748.0156860351562
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,0.0,0.0
39,600.4361572265625,138.2084197998047
39,420.689208984375,144.68069458007812
39,679.1810302734375,452.888671875
39,412.3039245605469,460.4461669921875
39,691.809326171875,735.0899658203125
39,408.412841796875,747.362548828125
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,0.0,0.0
40,398.3496398925781,58.20707702636719
40,603.4736938476562,125.69036865234375
40,425.3164978027344,134.8655242919922
40,681.2787475585938,441.2969970703125
40,409.7567443847656,459.436279296875
40,740.255126953125,727.7501220703125
40,415.0711669921875,745.353759765625
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,0.0,0.0
41,669.5344848632812,149.42820739746094
41,414.7445983886719,58.782440185546875
41,607.8173217773438,139.6082763671875
41,442.80615234375,147.08282470703125
41,685.1101684570312,446.7608642578125
41,420.138427734375,461.8271789550781
41,759.8032836914062,734.00341796875
41,417.1021728515625,748.5252685546875
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,0.0,0.0
42,677.6317138671875,141.73159790039062
42,420.2093200683594,66.54776000976562
42,611.1392211914062,125.4924087524414
42,445.3853759765625,138.36209106445312
42,691.6915283203125,447.5548095703125
42,424.76422119140625,470.4053039550781
42,794.8214721679688,735.9540405273438
42,426.6712951660156,749.1575927734375
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,0.0,0.0
43,687.2564697265625,131.70635986328125
43,428.1363830566406,56.28666687011719
43,624.4879760742188,133.25491333007812
43,459.20465087890625,145.72386169433594
43,702.041015625,452.52410888671875
43,428.167724609375,475.5755310058594
43,816.3777465820312,733.7418823242188
43,429.3136901855469,747.0860595703125
44,0.0,0.0
44,0.0,0.0
44,0.0,0.0
44,0.0,0.0
44,0.0,0.0
44,0.0,0.0
44,0.0,0.0
44,670.8269653320312,12.36328125
44,0.0,0.0
44,696.5851440429688,138.0108184814453
44,447.4028625488281,60.16387939453125
44,632.5443725585938,141.6232452392578
44,469.3125305175781,151.64810180664062
44,713.8877563476562,456.7273864746094
44,433.2950134277344,476.5096740722656
44,830.5345458984375,739.3430786132812
44,431.4472961425781,750.4523315429688
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,0.0,0.0
45,701.9262084960938,129.91607666015625
45,466.7660827636719,73.00682830810547
45,642.7840576171875,131.90933227539062
45,488.165771484375,140.49505615234375
45,720.1298217773438,459.9174499511719
45,450.6258850097656,475.86029052734375
45,829.205810546875,744.0106201171875
45,429.41558837890625,749.460205078125
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,0.0,0.0
46,709.2864990234375,134.83938598632812
46,478.8050537109375,80.4008560180664
46,652.468505859375,136.57131958007812
46,497.0386047363281,146.379150390625
46,732.9286499023438,466.9585876464844
46,459.8008117675781,482.9480895996094
46,828.633544921875,750.43505859375
46,422.5448303222656,753.8873901367188
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,0.0,0.0
47,716.278076171875,138.47389221191406
47,484.4891052246094,88.9940185546875
47,663.1744384765625,142.22625732421875
47,512.5770263671875,151.83755493164062
47,740.1066284179688,477.4665832519531
47,466.2489929199219,490.5102844238281
47,831.4341430664062,758.7969360351562
47,421.41229248046875,758.0093994140625
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,0.0,0.0
48,489.23382568359375,83.0801010131836
48,684.5745849609375,144.90184020996094
48,523.5338134765625,153.8232879638672
48,750.8193969726562,476.0328674316406
48,471.18585205078125,488.7926330566406
48,831.41162109375,762.2974243164062
48,427.47308349609375,762.3847045898438
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,0.0,0.0
49,506.4591369628906,82.16651916503906
49,698.8326416015625,147.8563995361328
49,540.60302734375,153.68112182617188
49,758.9867553710938,477.3708190917969
49,484.4732666015625,482.16650390625
49,831.9290771484375,764.6590576171875
49,435.9935607910156,757.8570556640625
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,0.0,0.0
50,514.3508911132812,79.13113403320312
50,716.8330078125,136.2705841064453
50,560.208740234375,141.16717529296875
50,768.3901977539062,477.2276916503906
50,501.91473388671875,479.9691467285156
50,831.5252075195312,761.1625366210938
50,439.26727294921875,752.6370849609375
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,0.0,0.0
51,518.0684814453125,81.60026550292969
51,734.5904541015625,145.13929748535156
51,579.3639526367188,148.21559143066406
51,780.8549194335938,484.11676025390625
51,513.7877807617188,484.9913635253906
51,835.9884033203125,762.972900390625
51,440.91668701171875,755.0883178710938
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,0.0,0.0
52,748.5882568359375,119.78670501708984
52,597.16796875,123.2607421875
52,798.3662719726562,475.2286376953125
52,542.0338134765625,472.4443359375
52,835.0446166992188,762.9842529296875
52,440.62261962890625,744.5987548828125
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,0.0,0.0
53,761.2936401367188,129.87167358398438
53,613.2622680664062,139.64881896972656
53,822.687744140625,468.52618408203125
53,570.0066528320312,473.0556640625
53,843.0664672851562,753.6668701171875
53,452.99261474609375,739.9010620117188
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,0.0,0.0
54,767.7350463867188,113.14505767822266
54,645.5900268554688,119.35352325439453
54,816.1790771484375,472.75762939453125
54,610.1633911132812,470.7620849609375
54,832.7838134765625,766.625244140625
54,448.1561279296875,729.8530883789062
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,0.0,0.0
55,788.34814453125,119.13514709472656
55,666.4323120117188,124.90956115722656
55,850.450927734375,462.7081604003906
55,627.4312133789062,456.2593078613281
55,841.8499145507812,754.05029296875
55,469.66619873046875,727.3847045898438
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,0.0,0.0
56,788.2369995117188,118.18281555175781
56,680.655029296875,124.42918395996094
56,853.391845703125,460.8937072753906
56,649.722412109375,452.6984558105469
56,836.49560546875,752.368896484375
56,484.1850891113281,723.7567749023438
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,0.0,0.0
57,796.6241455078125,94.98875427246094
57,704.1613159179688,103.98289489746094
57,848.43994140625,451.9160461425781
57,690.0537719726562,447.6230163574219
57,826.6292724609375,753.1290893554688
57,500.0871276855469,711.3648071289062
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,0.0,0.0
58,815.5274658203125,84.97869873046875
58,722.3792724609375,90.97151184082031
58,865.4632568359375,449.2079162597656
58,719.4527587890625,440.63067626953125
58,832.6085815429688,753.1077270507812
58,524.9152221679688,705.9703369140625
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,0.0,0.0
59,824.1300659179688,90.11288452148438
59,730.6058349609375,92.65974426269531
59,883.6578979492188,458.22967529296875
59,747.8694458007812,443.4415588378906
59,832.97119140625,764.5783081054688
59,547.1859130859375,707.2166748046875
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,0.0,0.0
60,830.023681640625,84.53343200683594
60,737.6151123046875,85.33671569824219
60,898.9356689453125,452.5090026855469
60,770.39453125,435.14337158203125
60,834.3720703125,761.15283203125
60,573.8886108398438,707.4744873046875
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
61,0.0,0.0
