frame,knee_symmetry,knee_symmetry_filtered,ankle_symmetry,ankle_symmetry_filtered,angle_symmetry,angle_symmetry_filtered
88,134.71259578120439,127.46364107215354,448.337474906154,437.3490362828257,19.757688445914795,19.048326944526895
89,109.54699671018557,113.73607781387808,430.47158215123324,423.5621563106269,22.208896945563566,22.241839835314686
90,95.88700584957698,100.86484597744884,410.0743341917743,406.37080331107467,25.231714616128073,25.09823103057432
91,80.42651621744402,90.82994256840311,387.05418556844955,386.52174779342533,28.41467169673942,27.413662900725996
92,67.70999896617252,85.31483098947639,369.98112925686655,364.50660766548305,33.13046747404539,28.893718301389264
93,75.77300045386103,85.14215789786874,344.2077248318462,340.1832212408851,33.254588723790334,29.288992648054602
94,79.60612268173786,90.23437863215504,319.88269046602824,313.1001398970732,27.205667552308995,28.577731156303294
95,98.21814257678274,100.10863931379606,296.6915035555582,283.5041811334033,31.691730371054575,27.038814016521055
96,107.16606446874275,114.2830625449137,262.6073152783411,253.41405957835622,24.60831265060233,25.2079924651309
97,102.31948580993729,131.9388796991698,179.52199422286316,226.4575084553719,17.101364603346383,23.704053364253323
98,174.31072538799265,151.31156787348567,185.4632230600801,205.98797531990863,21.819413166130346,22.924238838926655
99,180.57824114639763,170.06714717443612,193.15477582079555,193.22926372953066,23.13683928441654,22.825594723782462
100,190.39282191707025,186.65266926674082,173.16075405151346,187.42722472395758,23.62786792747704,23.021197311215612
101,199.15693748700025,201.11040248733138,181.620062945489,187.4428580010156,24.244358085737133,23.088774825729395
102,217.59862895913076,214.57497684996247,174.10656679420245,192.80568490120774,24.89367207058737,22.799099428843284
103,222.33893128433218,228.19673975630386,198.85430242071573,203.69172523464306,21.55605126704944,22.114202469651662
104,234.78867363609766,242.33200980172734,210.0911692512664,220.64514788314503,20.04582557151366,21.013237566618585
105,264.51793428696186,256.2542600785441,219.82498666857109,244.34402722372243,22.72376093556676,19.34734065738972
106,278.8262975293504,268.4940415651368,261.0704604998125,275.0443071871346,20.56806402528983,16.923331495485595
107,284.2653413537284,277.6418370216658,301.6300159580509,311.8164834960058,14.863878543250308,13.770808433583102
108,294.97847882491664,283.071226303984,349.7580847818464,352.24938259247136,9.377498825234056,10.288323594122813
109,286.89448840136237,285.229764204425,403.60051782461056,392.97069514396117,3.4718849478710183,7.069577488165628
110,293.7523262777502,285.5828239689408,448.17607699171157,430.717025300885,1.7027559146215197,4.561615230193989
111,270.0473839775409,286.18755532708514,477.6934040176547,463.31207745534834,3.011422417079956,2.869897012112246
112,280.9792211287238,288.78517886387533,496.5832727840061,489.93144960815465,0.8871688243019378,1.841863311817294
113,285.36478829680243,293.7677290960777,523.9974664938032,510.6287087322609,0.7032932449089913,1.2818217876054323
114,306.08797950003117,299.8680501178315,537.1302372839235,525.7372337563743,0.4884504989371692,1.0882190493430244
115,315.7567287983656,304.9654947366572,546.6233860983972,535.6314677551856,0.6179947025341903,1.2642744480368857
116,320.79635379933103,307.3601561026767,544.5315503447976,540.6702079922256,0.4681489080728056,1.8677095092148694
117,304.32664136482845,306.3020434353952,551.8721112410585,541.0626435965632,2.179813568489436,2.9708742707673648
118,307.21511287631006,301.2629741025562,548.316559031612,536.842978632067,2.138104573124309,4.688918725190194
119,299.4745702264525,290.89858100714207,539.4476794939363,528.139272123854,8.803148949149744,7.317602670425253
120,317.28040187147224,273.198560125511,516.9164701381795,515.4585143701398,6.290883094728031,11.414770078162647
121,254.3420486328626,246.99634718504998,506.2575239163897,499.65430187140345,7.288260708437122,17.475649769169845
122,230.19029583273365,213.3899920114123,484.2408335205119,481.6798931785738,14.917539761860496,25.240568964443007
123,174.14104650111847,175.88982824403345,463.66917792322397,462.42377862233974,51.16698299975552,
124,118.94424120503966,139.3499508862631,437.51129423794754,442.4364775835421,45.541033459679646,
125,89.66669101764428,109.77161400215783,423.3630765553001,422.66750346931906,48.296064338317045,
126,66.49168704859001,95.96225738654518,415.44328378458255,406.9621164714671,50.339884227926696,
127,38.18490028908277,111.86097141592019,377.1086741268111,405.4282276651102,50.25655822649025,
128,40.16991092320798,171.75448565544463,338.033053902755,430.9721509924299,49.18233956469145,
129,36.99185999955187,271.6369535238154,264.78519478429234,481.9431315824056,39.65094083832702,
130,19.260707448541098,371.1355536410239,205.27425120671526,524.6340000464083,30.490757293528134,
131,1991.145979065285,409.52651294863506,2020.1919186595412,508.0209483018775,,
132,0.0,356.85230635381987,0.0,411.17434531522616,,
133,0.0,243.6213980576104,0.0,268.86751822554976,,
134,0.0,129.90078290778501,0.0,139.63115339919634,,
135,0.0,54.02375575249922,0.0,57.09559148292681,,
136,0.0,17.512519792918514,0.0,18.298615705437893,,
137,0.0,4.4231859097173825,0.0,4.583960554544766,,
138,0.0,0.8701234527281676,0.0,0.8952449561783746,,
139,0.0,0.1332401009165215,0.0,0.13518374742132003,,
140,0.0,0.0,0.0,0.0,,
141,0.0,0.0,0.0,0.0,,
142,0.0,0.0,0.0,0.0,,
143,0.0,0.0,0.0,0.0,,
144,0.0,0.0007250530607733215,0.0,0.0006877979383189966,,
145,0.0,0.005236285108900039,0.0,0.004713654989191538,,
146,0.0,0.02746569462810459,0.0,0.02436010031682607,,
147,0.0,0.11299171190675036,0.0,0.09874456015012618,,
148,0.0,0.36573481277669867,0.0,0.31404903108920834,,
149,0.0,0.9357766137343001,0.0,0.7887021603067439,,
150,0.0,1.9035423634358986,0.0,1.579573202120741,,
151,0.0,3.107050357560651,0.0,2.564520735622341,,
152,10.835225105933274,4.131927465418606,10.278482903216167,3.4703086783975676,2.6702537889005384,
153,7.59673392236879,4.597846841365991,3.416941428427564,4.078863113094436,3.8652677660757604,
154,2.0982547206854107,4.48191610578282,1.38055603952773,4.371962141569963,3.8011287528778155,
155,4.167105568826671,4.113312835482961,7.271577038098968,4.452128590569709,4.068224470335252,
156,2.6820879047120636,3.876231206573252,5.8613103165907345,4.410047172409534,3.9772484365062724,
157,3.179961272996691,3.9582849823989914,0.8057031333003788,4.298180685870563,3.7736845542563913,
158,2.3090168529724506,4.313962082885345,5.74873514782581,4.133003464144769,3.927164554892471,
159,9.187854854062742,4.782046948482952,5.3940646545023965,3.891090476347355,3.40835406387842,
160,2.277161898680752,5.235937044354844,2.770191530898839,3.565939069029985,4.302260227757216,3.8718074483246356
161,6.5751291303138135,5.645019111929952,3.2579255536129117,3.2253683565780342,3.89832537591667,3.8710896487395368
162,5.63055255021202,6.017714557407364,1.4395515648917554,2.9681813942561077,3.7908164119165804,3.8454096305948497
163,7.237230234119604,6.328259760543763,3.777207854882723,2.83566395881382,3.907855331992039,3.792259375373796
164,6.5695944562673345,6.509646310258753,2.4789848732645,2.7961936634676094,3.7397663602636726,3.716442441483171
165,6.237571908949218,6.485928607370764,2.198622482125076,2.8024505660342967,3.7377709528551293,3.626511087580277
166,8.579496082631374,6.231410956400039,4.3246546170694735,2.851073102289125,3.3383455342261925,3.5316611567675333
167,6.498649995780714,5.848463739279305,1.6340997403953803,2.9890822139171505,3.3889028750977275,3.435910224614073
168,2.4215937358827007,5.547941795006077,1.8876678427302442,3.2432772544139037,3.5326572485472525,3.3395716777128706
169,2.2136997570589445,5.476413338919256,3.387598928717258,3.542962360518037,3.6376962058753577,3.250598484057992
170,11.806327036470718,5.581006869626579,8.46962209993605,3.7650327372473305,1.9531896379522493,3.185660087962266
171,3.2116111207723903,5.693064657997996,1.143386665594591,3.8607241741057625,3.7398252793746565,3.1542221897841216
